Market,DownStream,Upstream,Distance1,Distance2,Distance3,Match
1,22,6,92.0732483611,118.5220161444,112.1797994415,0
1,23,6,91.5708307167,128.6241438097,127.8319196139,0
1,24,6,110.6674605796,116.5811421735,131.5584362901,0
1,25,6,88.5133492637,121.5127864984,134.2393566355,0
1,26,6,82.2907517878,134.267893824,106.4172316645,0
1,27,6,92.9808294464,156.3000169304,115.6298342758,1
1,28,6,89.3790096897,113.979872465,109.5721704253,0
1,29,6,125.5251503467,145.0078778604,117.5912174954,0
1,30,6,113.1056087026,116.3138627261,113.3572523621,0
1,31,6,82.5673740596,119.5996947544,106.0350572701,0
1,32,6,100.2205433508,121.4682954534,107.135003979,0
1,33,6,96.9569706438,111.3416574998,120.7049018272,0
1,34,6,111.8790867691,129.3649026037,121.7231076625,0
1,35,6,92.8637846932,118.5045651785,135.8420548428,0
1,36,6,102.9891475304,105.6373639264,124.8032354036,0
1,37,6,100.714435807,129.9696567854,132.1865627326,0
1,38,6,87.0780166016,110.4917953318,126.2789648592,0
1,39,6,90.0513549651,131.4404953897,97.7501896378,0
1,40,6,102.1463669726,139.0119185797,107.9091966387,0
1,41,6,89.4962428676,136.2543979451,120.2520160185,0
1,42,6,104.4067195131,127.7273486851,128.0897902589,0
1,43,6,110.4573908163,117.2982654217,119.4815206941,0
1,44,6,86.0597640517,137.942040547,79.945020337,0
1,45,6,99.55985046,144.236604631,148.1677332358,0
1,46,6,97.3311662179,139.557613566,92.8247163108,0
1,47,6,112.29058727,114.9043618074,125.5171993075,0
1,48,6,106.0038637925,109.6514768985,113.9230206651,0
1,49,6,102.1590363058,115.0005343974,119.7894809446,0
1,50,6,90.1851515607,132.6841850982,100.7881674429,0
1,1,7,83.120908399,123.2464618208,108.7040611168,0
1,2,7,96.7912731945,104.5623275912,130.6877711022,0
1,3,7,99.3043963355,95.1750228589,132.5907313603,0
1,4,7,82.427352707,120.1632201127,118.8127762776,0
1,5,7,90.8514867905,107.1147294931,127.2870917894,0
1,6,7,77.5050494991,94.9855866525,121.9339750854,0
1,7,7,109.3895013919,103.1687314891,104.2517190509,0
1,8,7,90.2178075809,93.6066605562,121.8344134807,0
1,9,7,90.9886895756,109.9553036383,100.4601950328,0
1,10,7,83.041101185,127.517697289,104.8441316721,0
1,11,7,87.8838313075,121.1149476571,110.9733553363,0
1,12,7,90.7917779617,112.7277479257,104.7206157208,0
1,13,7,110.1218191824,120.4974470788,130.5195408167,0
1,14,7,72.9556884444,105.4925058382,103.5481363928,0
1,15,7,97.0276282594,104.1282274855,126.3992940663,0
1,16,7,101.9304496301,96.7460803584,131.848813031,0
1,17,7,88.3259243622,115.201265638,91.1626320351,0
1,18,7,81.0982542717,135.3536415862,122.9877019263,0
1,19,7,85.38472665,100.7937659003,128.9943462115,0
1,20,7,95.7471796304,101.6980124066,137.8349716869,0
1,21,7,94.8350679071,121.3869293382,106.4508005454,0
1,22,7,88.0461742316,101.8988115517,114.840342017,0
1,23,7,87.5657311904,110.5840738913,130.8636799338,0
1,24,7,105.8271179675,100.2301532092,134.6785775514,0
1,25,7,84.6419770109,104.4701139528,137.4230806698,0
1,26,7,78.6915417727,115.4362645464,108.9411047417,0
1,27,7,88.9140597878,134.3782909608,118.3722005362,0
1,28,7,85.4697754219,97.9937223718,112.1708684615,0
1,29,7,120.0349662318,124.6699212541,120.3801014318,0
1,30,7,108.158627046,100.0003608134,116.0457203185,0
1,31,7,78.9560652166,102.8253412646,108.5498664048,0
1,32,7,95.8371250989,104.4318629615,109.6759002975,0
1,33,7,92.7162936273,95.7255280031,123.5676323008,0
1,34,7,106.9857503877,111.2209381905,124.6099866904,0
1,35,7,88.8021343055,101.8838081562,139.0637897028,0
1,36,7,98.484636839,90.8212852744,127.7631651147,0
1,37,7,96.3094158243,111.7408730887,135.3216011246,0
1,38,7,83.2694225296,94.9948625309,129.2738941074,0
1,39,7,86.1127138466,113.0054204752,100.068508467,0
1,40,7,97.6787175828,119.5149201439,110.468454307,0
1,41,7,85.5818810876,117.1441532211,123.1040055032,0
1,42,7,99.8402074526,109.8130580044,131.1276664378,0
1,43,7,105.6262361771,100.846696946,122.315236518,0
1,44,7,82.2957060265,118.5950969449,81.8410580493,0
1,45,7,95.2053294101,124.0068222957,151.6817933835,1
1,46,7,93.0741227396,119.9840791439,95.0262188187,0
1,47,7,107.3792527941,98.7885482475,128.4940619367,0
1,48,7,101.3674962796,94.272402245,116.6249068186,0
1,49,7,97.6908327882,98.8712322327,122.6305005911,0
1,50,7,86.2406584839,114.0746775412,103.1785372949,0
1,1,8,85.9239803662,121.598163683,96.9567728358,0
1,2,8,100.055348501,103.1639110582,116.5647760074,0
1,3,8,102.6532212575,93.9021521362,118.2620896455,0
1,4,8,85.2070360159,118.5561572485,105.9730725898,0
1,5,8,93.9152557109,105.6821771379,113.5315968581,0
1,6,8,80.1187388313,93.7152494495,108.7569737677,0
1,7,8,113.0784245612,101.7889529099,92.9855806481,0
1,8,8,93.2602070474,92.3547651103,108.6681714562,0
1,9,8,94.0570853618,108.4847614455,89.6037940879,0
1,10,8,85.8414818273,125.8122756496,93.5139731971,0
1,11,8,90.8475224972,119.495156389,98.9808319361,0
1,12,8,93.8535333317,111.220127064,93.4038052061,0
1,13,8,113.8354381775,118.8859142632,116.4147258123,0
1,14,8,75.4159604633,104.0816491016,92.3580318404,0
1,15,8,100.2996741267,102.7356166072,112.739740498,0
1,16,8,105.3678324915,95.4521983132,117.6003479758,0
1,17,8,91.3045241793,113.6605639512,81.3109879662,0
1,18,8,83.8331166248,133.5434220304,109.6968278347,0
1,19,8,88.2641409671,99.44575011,115.0543539426,0
1,20,8,98.9760451508,100.3379032238,122.9396022686,0
1,21,8,98.0331744422,119.7635005872,94.9470146803,0
1,22,8,91.0153400836,100.5360168813,102.4299261586,0
1,23,8,90.518695145,109.1051225254,116.7216749535,1
1,24,8,109.3959074989,98.8896751749,120.1243092056,0
1,25,8,87.4963437108,103.0729306849,122.572222951,0
1,26,8,81.3452429779,113.8924199843,97.1681999403,0
1,27,8,91.9124931938,132.581115744,105.5801084113,0
1,28,8,88.352057824,96.6831543627,100.0489337793,0
1,29,8,124.0828845643,123.0025857704,107.3710220994,0
1,30,8,111.8060416534,98.6629560225,103.5050432145,0
1,31,8,81.6186868999,101.4501551861,96.8192414363,0
1,32,8,99.0690238348,103.0351912624,97.8235885712,0
1,33,8,95.8429491051,94.4452948248,110.2140870521,0
1,34,8,110.5936122791,109.7334694017,111.143797651,0
1,35,8,91.7967932678,100.5212141411,124.0356259865,0
1,36,8,101.8058171537,89.6066414366,113.956222514,0
1,37,8,99.5572415383,110.2464506907,120.6978433485,0
1,38,8,86.0775028129,93.7244012723,115.3036920221,0
1,39,8,89.0166779496,111.4940860209,89.2544357936,0
1,40,8,100.9727200224,117.9165276432,98.5304938907,0
1,41,8,88.4679440096,115.5774673565,109.8005628688,0
1,42,8,103.2071014398,108.3444182046,116.9571333093,0
1,43,8,109.1882514068,99.4979732559,109.0970335385,0
1,44,8,85.0709498373,117.0090061594,72.9967656443,0
1,45,8,98.4159222095,122.3483550972,135.290043751,0
1,46,8,96.2128452264,118.379412111,84.7570497072,0
1,47,8,111.0003846989,97.4673502374,114.6081337344,0
1,48,8,104.7858947629,93.0116031699,104.0216389456,0
1,49,8,100.9852437867,97.548928407,109.3782280661,0
1,50,8,89.1489372417,112.5490428433,92.0283740944,0
1,1,9,86.8176441281,122.0304941382,80.4152854487,0
1,2,9,101.0959874327,103.5307003195,96.6780294118,0
1,3,9,103.7208797097,94.2360121136,98.0857697555,0
1,4,9,86.0932431029,118.9776721454,87.8933429088,0
1,5,9,94.8920337927,106.0579198495,94.1623313335,0
1,6,9,80.9520244082,94.0484449126,90.2022915395,0
1,7,9,114.254511724,102.1508536411,77.1216057603,0
1,8,9,94.2301722086,92.6831235035,90.1286395087,0
1,9,9,95.0353385617,108.8704684733,74.3167750753,0
1,10,9,86.7342875523,126.2595889704,77.559850933,0
1,11,9,91.7923942125,119.9200098062,82.0940262478,0
1,12,9,94.8296694617,111.6155594184,77.4684783534,0
1,13,9,115.0193987609,119.3086015792,96.5535788045,0
1,14,9,76.2003341696,104.4517012913,76.6011210636,0
1,15,9,101.3428541996,103.1008831091,93.5055710746,0
1,16,9,106.4637246181,95.7915693292,97.5369257324,0
1,17,9,92.2541490012,114.0646730419,67.4387782944,0
1,18,9,84.7050340809,134.018222691,90.9818000862,0
1,19,9,89.18214388,99.7993198114,95.4252956632,0
1,20,9,100.0054586449,100.6946448889,101.9652667908,0
1,21,9,99.0527814843,120.1893080761,78.7484057555,0
1,22,9,91.961957208,100.8934629202,84.9546814484,0
1,23,9,91.4601468479,109.4930351867,96.8081603266,0
1,24,9,110.5336941543,99.2412678058,99.6302819449,0
1,25,9,88.4063610464,103.4393964743,101.660564893,0
1,26,9,82.1912849739,114.2973534165,80.5906416457,0
1,27,9,92.8684412782,133.0524950181,87.567421102,0
1,28,9,89.2709751278,97.0269019233,82.9799026245,0
1,29,9,125.3734250739,123.4399095119,89.052792688,0
1,30,9,112.968895229,99.0137425755,85.8463761945,0
1,31,9,82.4675728857,101.8108513549,80.3012178449,0
1,32,9,100.099404366,103.4015228729,81.1342165017,0
1,33,9,96.8397764179,94.7810858932,91.4108113496,0
1,34,9,111.743855822,110.1236160893,92.1819069731,0
1,35,9,92.7515379998,100.8786075503,102.8743013797,0
1,36,9,102.8646620671,89.9252291431,94.5145129535,0
1,37,9,100.5926998425,110.6384212334,100.1059672473,0
1,38,9,86.9727633055,94.0576292737,95.6320949641,0
1,39,9,89.9425077232,111.8904924098,74.0270196911,0
1,40,9,102.0229001984,118.3357683993,81.7205189475,0
1,41,9,89.3880666031,115.9883918109,91.0678372152,0
1,42,9,104.2805205964,108.7296262557,97.0034478793,0
1,43,9,110.3238783074,99.8517286316,90.4843347918,0
1,44,9,85.955741542,117.425020311,60.5430190634,0
1,45,9,99.4395100706,122.7833527851,112.2086386377,0
1,46,9,97.2135196929,118.8002986077,70.2969183755,1
1,47,9,112.1548589323,97.8138859303,95.055203669,0
1,48,9,105.875734369,93.342296887,86.274837167,0
1,49,9,102.0355542179,97.8957541431,90.7175556132,0
1,50,9,90.0761425956,112.9492000286,76.3277051796,0
1,1,10,99.0411535988,93.296213919,85.6017069764,0
1,2,10,115.3298194176,79.1525301311,102.9133242342,0
1,3,10,118.3242839851,72.046443859,104.4118574511,0
1,4,10,98.2147603706,90.9622339109,93.5620652575,0
1,5,10,108.2523787481,81.0846702536,100.2353750292,0
1,6,10,92.3496826488,71.9030427376,96.0199306124,0
1,7,10,130.3410010565,78.0975932336,82.0955998727,0
1,8,10,107.4973302153,70.8592108729,95.9415283594,1
1,9,10,108.4158601438,83.2349535899,79.109870318,0
1,10,10,98.9460608154,96.5294921166,82.5621098732,0
1,11,10,104.7163247253,91.6826811778,87.3887189502,0
1,12,10,108.1812338173,85.3336633743,82.4648441762,0
1,13,10,131.2135805334,91.2152400424,102.7808471266,0
1,14,10,86.9289771286,79.8566648172,81.5415462715,0
1,15,10,115.6114438456,78.8239211331,99.5362567095,0
1,16,10,121.453308351,73.2357170794,103.8276154756,0
1,17,10,105.243092382,87.2060890342,71.7882739108,0
1,18,10,96.6310981512,102.4612156291,96.8497139282,0
1,19,10,101.7385636179,76.2997704454,101.5797948353,0
1,20,10,114.085749387,76.9842750895,108.5415644662,0
1,21,10,112.9989398341,91.8885683142,83.8273210961,0
1,22,10,104.9097613804,77.1362778304,90.4338734488,0
1,23,10,104.3372985192,83.7109257449,103.0518480033,0
1,24,10,126.0963101512,75.873121847,106.0559836782,0
1,25,10,100.8535542681,79.0827254226,108.2172106767,0
1,26,10,93.7634251808,87.3839806192,85.7883728535,0
1,27,10,105.9438740764,101.7228859501,93.215122971,0
1,28,10,101.839901881,74.1801683395,88.3317303391,0
1,29,10,143.0254042788,94.3737570292,94.7962942937,0
1,30,10,128.8743759016,75.6991715348,91.3830784656,0
1,31,10,94.0786131106,77.8376506164,85.480282529,0
1,32,10,114.1929222167,79.0537698436,86.3670058247,0
1,33,10,110.4743542284,72.4631701888,97.3063944742,0
1,34,10,127.4768567996,84.1930250037,98.1272222713,0
1,35,10,105.810511375,77.1249204252,109.509227667,0
